year,round,event,driver,team,quali_position,avg_race_lap_time_s,finish_position,points_awarded,prev_points_total,scored_points
2023,1,Bahrain Grand Prix,SAR,Williams,16,98.49104878048782,12.0,0.0,0.0,0
2023,1,Bahrain Grand Prix,MAG,Haas F1 Team,17,98.22474999999999,13.0,0.0,21.0,0
2023,1,Bahrain Grand Prix,DEV,AlphaTauri,19,99.0452,14.0,0.0,2.0,0
2023,1,Bahrain Grand Prix,HUL,Haas F1 Team,10,98.415,15.0,0.0,0.0,0
2023,1,Bahrain Grand Prix,ZHO,Alfa Romeo,13,98.71156756756758,16.0,0.0,6.0,0
2023,1,Bahrain Grand Prix,NOR,McLaren,11,98.19321052631581,17.0,0.0,116.0,0
2023,1,Bahrain Grand Prix,OCO,Alpine,9,99.07939285714288,18.0,0.0,89.0,0
2023,1,Bahrain Grand Prix,LEC,Ferrari,3,98.41371428571429,19.0,0.0,291.0,0
2023,1,Bahrain Grand Prix,PIA,McLaren,18,90.51067636921339,20.0,0.0,0.0,0
2023,2,Saudi Arabian Grand Prix,PER,Red Bull Racing,1,93.54051063829786,1.0,25.0,309.0,1
2023,2,Saudi Arabian Grand Prix,VER,Red Bull Racing,15,93.84584782608697,2.0,19.0,458.0,1
2023,2,Saudi Arabian Grand Prix,ALO,Aston Martin,3,94.0957234042553,3.0,15.0,96.0,1
2023,2,Saudi Arabian Grand Prix,RUS,Mercedes,4,94.27886956521738,4.0,12.0,268.0,1
2023,2,Saudi Arabian Grand Prix,HAM,Mercedes,8,94.63252173913044,5.0,10.0,243.0,1
2023,2,Saudi Arabian Grand Prix,SAI,Ferrari,5,94.59388636363637,6.0,8.0,240.0,1
2023,2,Saudi Arabian Grand Prix,LEC,Ferrari,2,94.7563111111111,7.0,6.0,291.0,1
2023,2,Saudi Arabian Grand Prix,OCO,Alpine,7,95.05981818181819,8.0,4.0,89.0,1
2023,2,Saudi Arabian Grand Prix,GAS,Alpine,10,95.02678571428571,9.0,2.0,25.0,1
2023,2,Saudi Arabian Grand Prix,MAG,Haas F1 Team,13,95.22833333333334,10.0,1.0,21.0,1
2023,2,Saudi Arabian Grand Prix,TSU,AlphaTauri,16,95.51204444444446,11.0,0.0,12.0,0
2023,2,Saudi Arabian Grand Prix,HUL,Haas F1 Team,11,95.45709523809523,12.0,0.0,0.0,0
2023,2,Saudi Arabian Grand Prix,ZHO,Alfa Romeo,12,95.44157142857145,13.0,0.0,6.0,0
2023,2,Saudi Arabian Grand Prix,DEV,AlphaTauri,18,95.65100000000001,14.0,0.0,2.0,0
2023,2,Saudi Arabian Grand Prix,PIA,McLaren,9,95.56288372093023,15.0,0.0,0.0,0
2023,2,Saudi Arabian Grand Prix,SAR,Williams,20,95.92409302325581,16.0,0.0,0.0,0
2023,2,Saudi Arabian Grand Prix,NOR,McLaren,19,95.63230952380951,17.0,0.0,116.0,0
2023,2,Saudi Arabian Grand Prix,BOT,Alfa Romeo,14,96.18905555555557,18.0,0.0,51.0,0
2023,2,Saudi Arabian Grand Prix,ALB,Williams,17,96.62700000000001,19.0,0.0,5.0,0
2023,2,Saudi Arabian Grand Prix,STR,Aston Martin,6,95.78792307692305,20.0,0.0,26.0,0
2023,3,Australian Grand Prix,VER,Red Bull Racing,1,81.86215909090909,1.0,25.0,477.0,1
2023,3,Australian Grand Prix,HAM,Mercedes,3,82.08402272727272,2.0,18.0,253.0,1
2023,3,Australian Grand Prix,ALO,Aston Martin,4,82.08556818181818,3.0,15.0,111.0,1
2023,3,Australian Grand Prix,STR,Aston Martin,6,82.26370454545454,4.0,12.0,26.0,1
2023,3,Australian Grand Prix,PER,Red Bull Racing,20,82.11969767441862,5.0,11.0,334.0,1
2023,3,Australian Grand Prix,NOR,McLaren,13,82.49279545454546,6.0,8.0,116.0,1
2023,3,Australian Grand Prix,HUL,Haas F1 Team,10,82.57356818181817,7.0,6.0,0.0,1
2023,3,Australian Grand Prix,PIA,McLaren,16,82.88729545454545,8.0,4.0,0.0,1
2023,3,Australian Grand Prix,ZHO,Alfa Romeo,17,83.23416279069767,9.0,2.0,6.0,1
2023,3,Australian Grand Prix,TSU,AlphaTauri,12,83.37062790697675,10.0,1.0,12.0,1
2023,3,Australian Grand Prix,BOT,Alfa Romeo,19,83.4170975609756,11.0,0.0,51.0,0
2023,3,Australian Grand Prix,SAI,Ferrari,5,82.05111363636364,12.0,0.0,248.0,0
2023,3,Australian Grand Prix,GAS,Alpine,9,82.28881818181819,13.0,0.0,27.0,0
2023,3,Australian Grand Prix,OCO,Alpine,11,82.5784090909091,14.0,0.0,93.0,0
2023,3,Australian Grand Prix,DEV,AlphaTauri,15,83.79915384615387,15.0,0.0,2.0,0
2023,3,Australian Grand Prix,SAR,Williams,18,83.71221951219512,16.0,0.0,0.0,0
2023,3,Australian Grand Prix,MAG,Haas F1 Team,14,83.16155813953488,17.0,0.0,22.0,0
2023,3,Australian Grand Prix,RUS,Mercedes,2,83.30555555555556,18.0,0.0,280.0,0
2023,3,Australian Grand Prix,ALB,Williams,8,83.77166666666666,19.0,0.0,5.0,0
2023,3,Australian Grand Prix,LEC,Ferrari,7,90.51067636921339,20.0,0.0,297.0,0
2023,4,Azerbaijan Grand Prix,PER,Red Bull Racing,3,105.6666595744681,1.0,25.0,345.0,1
2023,4,Azerbaijan Grand Prix,VER,Red Bull Racing,2,105.78640425531917,2.0,18.0,502.0,1
2023,4,Azerbaijan Grand Prix,LEC,Ferrari,1,106.28937499999999,3.0,15.0,297.0,1
2023,4,Azerbaijan Grand Prix,ALO,Aston Martin,6,106.26129787234042,4.0,12.0,126.0,1
2023,4,Azerbaijan Grand Prix,SAI,Ferrari,4,106.72236170212764,5.0,10.0,248.0,1
2023,4,Azerbaijan Grand Prix,HAM,Mercedes,5,106.68855555555557,6.0,8.0,271.0,1
2023,4,Azerbaijan Grand Prix,STR,Aston Martin,9,106.89534042553196,7.0,6.0,38.0,1
2023,4,Azerbaijan Grand Prix,RUS,Mercedes,11,106.91819999999998,8.0,5.0,280.0,1
2023,4,Azerbaijan Grand Prix,NOR,McLaren,7,107.41256818181817,9.0,2.0,124.0,1
2023,4,Azerbaijan Grand Prix,TSU,AlphaTauri,8,107.49499999999998,10.0,1.0,13.0,1
2023,4,Azerbaijan Grand Prix,PIA,McLaren,10,107.58011627906978,11.0,0.0,4.0,0
2023,4,Azerbaijan Grand Prix,ALB,Williams,13,107.61697674418605,12.0,0.0,5.0,0
2023,4,Azerbaijan Grand Prix,MAG,Haas F1 Team,18,107.7034888888889,13.0,0.0,22.0,0
2023,4,Azerbaijan Grand Prix,GAS,Alpine,19,107.13473170731709,14.0,0.0,27.0,0
2023,4,Azerbaijan Grand Prix,OCO,Alpine,12,107.63030232558141,15.0,0.0,93.0,0
2023,4,Azerbaijan Grand Prix,SAR,Williams,15,107.9264418604651,16.0,0.0,0.0,0
2023,4,Azerbaijan Grand Prix,HUL,Haas F1 Team,17,107.9247380952381,17.0,0.0,6.0,0
2023,4,Azerbaijan Grand Prix,BOT,Alfa Romeo,14,108.026,18.0,0.0,51.0,0
2023,4,Azerbaijan Grand Prix,ZHO,Alfa Romeo,16,108.51866666666666,19.0,0.0,8.0,0
2023,4,Azerbaijan Grand Prix,DEV,AlphaTauri,20,109.32325,20.0,0.0,2.0,0
2023,5,Miami Grand Prix,VER,Red Bull Racing,9,91.82534545454546,1.0,26.0,520.0,1
2023,5,Miami Grand Prix,PER,Red Bull Racing,1,91.90268518518522,2.0,18.0,370.0,1
2023,5,Miami Grand Prix,ALO,Aston Martin,2,92.27712962962966,3.0,15.0,138.0,1
2023,5,Miami Grand Prix,RUS,Mercedes,6,92.34266666666666,4.0,12.0,285.0,1
2023,5,Miami Grand Prix,SAI,Ferrari,3,92.47831481481482,5.0,10.0,258.0,1
2023,5,Miami Grand Prix,HAM,Mercedes,13,92.63368518518519,6.0,8.0,279.0,1
2023,5,Miami Grand Prix,LEC,Ferrari,7,92.68431481481485,7.0,6.0,312.0,1
2023,5,Miami Grand Prix,GAS,Alpine,5,92.75355555555555,8.0,4.0,27.0,1
2023,5,Miami Grand Prix,OCO,Alpine,8,92.79524074074074,9.0,2.0,93.0,1
2023,5,Miami Grand Prix,MAG,Haas F1 Team,4,92.85620370370368,10.0,1.0,22.0,1
2023,5,Miami Grand Prix,TSU,AlphaTauri,17,92.83874074074072,11.0,0.0,14.0,0
2023,5,Miami Grand Prix,STR,Aston Martin,18,92.83298148148148,12.0,0.0,44.0,0
2023,5,Miami Grand Prix,BOT,Alfa Romeo,10,92.97144444444442,13.0,0.0,51.0,0
2023,5,Miami Grand Prix,ALB,Williams,11,92.97977777777778,14.0,0.0,5.0,0
2023,5,Miami Grand Prix,HUL,Haas F1 Team,12,92.99942592592593,15.0,0.0,6.0,0
2023,5,Miami Grand Prix,ZHO,Alfa Romeo,14,93.0605185185185,16.0,0.0,8.0,0
2023,5,Miami Grand Prix,NOR,McLaren,16,93.1277962962963,17.0,0.0,126.0,0
2023,5,Miami Grand Prix,DEV,AlphaTauri,15,93.1494814814815,18.0,0.0,2.0,0
2023,5,Miami Grand Prix,PIA,McLaren,19,93.67251923076925,19.0,0.0,4.0,0
2023,5,Miami Grand Prix,SAR,Williams,20,93.378679245283,20.0,0.0,0.0,0
2023,6,Monaco Grand Prix,VER,Red Bull Racing,1,77.40701999999999,1.0,25.0,546.0,1
2023,6,Monaco Grand Prix,ALO,Aston Martin,2,77.61012,2.0,18.0,153.0,1
2023,6,Monaco Grand Prix,OCO,Alpine,4,77.84475510204082,3.0,15.0,95.0,1
2023,6,Monaco Grand Prix,HAM,Mercedes,6,77.84755102040816,4.0,13.0,287.0,1
2023,6,Monaco Grand Prix,RUS,Mercedes,8,77.98808163265305,5.0,10.0,297.0,1
2023,6,Monaco Grand Prix,LEC,Ferrari,3,77.92457142857143,6.0,8.0,318.0,1
2023,6,Monaco Grand Prix,GAS,Alpine,7,77.98673469387754,7.0,6.0,31.0,1
2023,6,Monaco Grand Prix,SAI,Ferrari,5,77.87367346938775,8.0,4.0,268.0,1
2023,6,Monaco Grand Prix,NOR,McLaren,10,78.712,9.0,2.0,126.0,1
2023,6,Monaco Grand Prix,PIA,McLaren,11,78.7648085106383,10.0,1.0,4.0,1
2023,6,Monaco Grand Prix,BOT,Alfa Romeo,15,79.30275510204082,11.0,0.0,51.0,0
2023,6,Monaco Grand Prix,DEV,AlphaTauri,12,79.1529375,12.0,0.0,2.0,0
2023,6,Monaco Grand Prix,ZHO,Alfa Romeo,19,78.8430888888889,13.0,0.0,8.0,0
2023,6,Monaco Grand Prix,ALB,Williams,13,79.01353333333334,14.0,0.0,5.0,0
2023,6,Monaco Grand Prix,TSU,AlphaTauri,9,78.6169375,15.0,0.0,14.0,0
2023,6,Monaco Grand Prix,PER,Red Bull Racing,20,78.36964444444445,16.0,0.0,388.0,0
2023,6,Monaco Grand Prix,HUL,Haas F1 Team,18,78.7009534883721,17.0,0.0,6.0,0
2023,6,Monaco Grand Prix,SAR,Williams,16,78.98871794871795,18.0,0.0,0.0,0
2023,6,Monaco Grand Prix,MAG,Haas F1 Team,17,79.33204166666667,19.0,0.0,23.0,0
2023,6,Monaco Grand Prix,STR,Aston Martin,14,79.23702173913043,20.0,0.0,44.0,0
2023,7,Spanish Grand Prix,VER,Red Bull Racing,1,79.20745901639344,1.0,26.0,571.0,1
2023,7,Spanish Grand Prix,HAM,Mercedes,5,79.4767,2.0,18.0,300.0,1
2023,7,Spanish Grand Prix,RUS,Mercedes,12,79.61110000000001,3.0,15.0,307.0,1
2023,7,Spanish Grand Prix,PER,Red Bull Racing,11,79.58408620689654,4.0,12.0,388.0,1
2023,7,Spanish Grand Prix,SAI,Ferrari,2,79.81374999999998,5.0,10.0,272.0,1
2023,7,Spanish Grand Prix,STR,Aston Martin,6,80.03991666666664,6.0,8.0,44.0,1
2023,7,Spanish Grand Prix,ALO,Aston Martin,9,80.02977586206896,7.0,6.0,171.0,1
2023,7,Spanish Grand Prix,OCO,Alpine,7,80.07174137931034,8.0,4.0,110.0,1
2023,7,Spanish Grand Prix,ZHO,Alfa Romeo,13,80.01394736842106,9.0,2.0,8.0,1
2023,7,Spanish Grand Prix,GAS,Alpine,4,79.95071428571428,10.0,1.0,37.0,1
2023,7,Spanish Grand Prix,LEC,Ferrari,19,79.89220370370369,11.0,0.0,326.0,0
2023,7,Spanish Grand Prix,TSU,AlphaTauri,15,80.05062068965518,12.0,0.0,14.0,0
2023,7,Spanish Grand Prix,PIA,McLaren,10,80.1773396226415,13.0,0.0,5.0,0
2023,7,Spanish Grand Prix,DEV,AlphaTauri,14,80.13533962264151,14.0,0.0,2.0,0
2023,7,Spanish Grand Prix,HUL,Haas F1 Team,8,79.78863265306123,15.0,0.0,6.0,0
2023,7,Spanish Grand Prix,ALB,Williams,18,80.10328888888886,16.0,0.0,5.0,0
2023,7,Spanish Grand Prix,NOR,McLaren,3,79.95003921568627,17.0,0.0,128.0,0
2023,7,Spanish Grand Prix,MAG,Haas F1 Team,17,80.0268510638298,18.0,0.0,23.0,0
2023,7,Spanish Grand Prix,BOT,Alfa Romeo,16,80.40648837209301,19.0,0.0,51.0,0
2023,7,Spanish Grand Prix,SAR,Williams,20,80.32935,20.0,0.0,0.0,0
2023,8,Canadian Grand Prix,VER,Red Bull Racing,1,76.64541935483872,1.0,25.0,597.0,1
2023,8,Canadian Grand Prix,ALO,Aston Martin,3,76.81717741935485,2.0,18.0,177.0,1
2023,8,Canadian Grand Prix,HAM,Mercedes,4,76.84255737704918,3.0,15.0,318.0,1
2023,8,Canadian Grand Prix,LEC,Ferrari,11,77.01626666666667,4.0,12.0,326.0,1
2023,8,Canadian Grand Prix,SAI,Ferrari,8,77.0926393442623,5.0,10.0,282.0,1
2023,8,Canadian Grand Prix,PER,Red Bull Racing,12,77.26684745762711,6.0,9.0,400.0,1
2023,8,Canadian Grand Prix,ALB,Williams,10,77.9620806451613,7.0,6.0,5.0,1
2023,8,Canadian Grand Prix,OCO,Alpine,6,77.60620000000002,8.0,4.0,114.0,1
2023,8,Canadian Grand Prix,STR,Aston Martin,13,77.62313559322031,9.0,2.0,52.0,1
2023,8,Canadian Grand Prix,BOT,Alfa Romeo,15,77.73210169491524,10.0,1.0,51.0,1
2023,8,Canadian Grand Prix,PIA,McLaren,9,77.66330508474577,11.0,0.0,5.0,0
2023,8,Canadian Grand Prix,GAS,Alpine,17,77.59555172413792,12.0,0.0,38.0,0
2023,8,Canadian Grand Prix,NOR,McLaren,7,77.64346551724138,13.0,0.0,128.0,0
2023,8,Canadian Grand Prix,TSU,AlphaTauri,16,77.67998305084747,14.0,0.0,14.0,0
2023,8,Canadian Grand Prix,HUL,Haas F1 Team,2,78.18558620689655,15.0,0.0,6.0,0
2023,8,Canadian Grand Prix,ZHO,Alfa Romeo,20,78.10126315789473,16.0,0.0,10.0,0
2023,8,Canadian Grand Prix,MAG,Haas F1 Team,14,77.90907407407407,17.0,0.0,23.0,0
2023,8,Canadian Grand Prix,DEV,AlphaTauri,18,78.08949090909091,18.0,0.0,2.0,0
2023,8,Canadian Grand Prix,RUS,Mercedes,5,77.98591111111111,19.0,0.0,322.0,0
2023,8,Canadian Grand Prix,SAR,Williams,19,79.05625,20.0,0.0,0.0,0
2023,9,Austrian Grand Prix,VER,Red Bull Racing,1,69.30850847457627,1.0,26.0,622.0,1
2023,9,Austrian Grand Prix,LEC,Ferrari,2,69.85907936507935,2.0,18.0,338.0,1
2023,9,Austrian Grand Prix,PER,Red Bull Racing,15,69.79458333333334,3.0,15.0,409.0,1
2023,9,Austrian Grand Prix,NOR,McLaren,4,70.16059375,4.0,12.0,128.0,1
2023,9,Austrian Grand Prix,ALO,Aston Martin,7,70.1346935483871,5.0,10.0,195.0,1
2023,9,Austrian Grand Prix,SAI,Ferrari,3,69.90885714285716,6.0,8.0,292.0,1
2023,9,Austrian Grand Prix,RUS,Mercedes,11,70.38177049180328,7.0,6.0,322.0,1
2023,9,Austrian Grand Prix,HAM,Mercedes,5,70.26522222222222,8.0,4.0,333.0,1
2023,9,Austrian Grand Prix,STR,Aston Martin,6,70.07610526315788,9.0,2.0,54.0,1
2023,9,Austrian Grand Prix,GAS,Alpine,9,70.39441666666667,10.0,1.0,38.0,1
2023,9,Austrian Grand Prix,ALB,Williams,10,70.60161016949152,11.0,0.0,11.0,0
2023,9,Austrian Grand Prix,ZHO,Alfa Romeo,17,70.7373,12.0,0.0,10.0,0
2023,9,Austrian Grand Prix,SAR,Williams,18,70.78271698113208,13.0,0.0,0.0,0
2023,9,Austrian Grand Prix,OCO,Alpine,12,70.74381355932204,14.0,0.0,118.0,0
2023,9,Austrian Grand Prix,BOT,Alfa Romeo,14,70.57234090909091,15.0,0.0,52.0,0
2023,9,Austrian Grand Prix,PIA,McLaren,13,70.78309433962264,16.0,0.0,5.0,0
2023,9,Austrian Grand Prix,DEV,AlphaTauri,20,70.818625,17.0,0.0,2.0,0
2023,9,Austrian Grand Prix,MAG,Haas F1 Team,19,70.85543333333334,18.0,0.0,23.0,0
2023,9,Austrian Grand Prix,TSU,AlphaTauri,16,70.67038095238095,19.0,0.0,14.0,0
2023,9,Austrian Grand Prix,HUL,Haas F1 Team,8,71.26820000000001,20.0,0.0,6.0,0
2023,10,British Grand Prix,VER,Red Bull Racing,1,92.06364444444444,1.0,26.0,648.0,1
2023,10,British Grand Prix,NOR,McLaren,2,92.44243478260869,2.0,18.0,140.0,1
2023,10,British Grand Prix,HAM,Mercedes,7,92.63424444444445,3.0,15.0,337.0,1
2023,10,British Grand Prix,PIA,McLaren,3,92.42427906976744,4.0,12.0,5.0,1
2023,10,British Grand Prix,RUS,Mercedes,6,92.56781395348837,5.0,10.0,328.0,1
2023,10,British Grand Prix,PER,Red Bull Racing,15,92.73181395348838,6.0,8.0,424.0,1
2023,10,British Grand Prix,ALO,Aston Martin,9,92.9671818181818,7.0,6.0,205.0,1
2023,10,British Grand Prix,ALB,Williams,8,93.06493181818182,8.0,4.0,11.0,1
2023,10,British Grand Prix,LEC,Ferrari,4,92.80529545454546,9.0,2.0,356.0,1
2023,10,British Grand Prix,SAI,Ferrari,5,92.81576744186046,10.0,1.0,300.0,1
2023,10,British Grand Prix,SAR,Williams,14,93.31813953488373,11.0,0.0,0.0,0
2023,10,British Grand Prix,BOT,Alfa Romeo,15,93.48427906976744,12.0,0.0,52.0,0
2023,10,British Grand Prix,HUL,Haas F1 Team,11,93.3407441860465,13.0,0.0,6.0,0
2023,10,British Grand Prix,STR,Aston Martin,12,93.27004545454544,14.0,0.0,56.0,0
2023,10,British Grand Prix,ZHO,Alfa Romeo,17,93.48211627906977,15.0,0.0,10.0,0
2023,10,British Grand Prix,TSU,AlphaTauri,16,93.41972093023256,16.0,0.0,14.0,0
2023,10,British Grand Prix,DEV,AlphaTauri,18,93.56137209302325,17.0,0.0,2.0,0
2023,10,British Grand Prix,GAS,Alpine,10,93.31044444444444,18.0,0.0,39.0,0
2023,10,British Grand Prix,MAG,Haas F1 Team,19,94.33780000000002,19.0,0.0,23.0,0
2023,10,British Grand Prix,OCO,Alpine,13,94.229375,20.0,0.0,118.0,0
2023,11,Hungarian Grand Prix,VER,Red Bull Racing,2,83.42509230769231,1.0,26.0,674.0,1
2023,11,Hungarian Grand Prix,NOR,McLaren,3,83.95296923076923,2.0,18.0,158.0,1
2023,11,Hungarian Grand Prix,PER,Red Bull Racing,9,83.80953225806451,3.0,15.0,432.0,1
2023,11,Hungarian Grand Prix,HAM,Mercedes,1,83.93844615384614,4.0,12.0,352.0,1
2023,11,Hungarian Grand Prix,PIA,McLaren,4,84.36032307692307,5.0,10.0,17.0,1
2023,11,Hungarian Grand Prix,RUS,Mercedes,18,84.16264516129031,6.0,8.0,338.0,1
2023,11,Hungarian Grand Prix,LEC,Ferrari,6,84.271046875,7.0,6.0,358.0,1
2023,11,Hungarian Grand Prix,SAI,Ferrari,11,84.33161904761907,8.0,4.0,301.0,1
2023,11,Hungarian Grand Prix,ALO,Aston Martin,8,84.31688709677421,9.0,2.0,211.0,1
2023,11,Hungarian Grand Prix,STR,Aston Martin,14,84.56244827586207,10.0,1.0,56.0,1
2023,11,Hungarian Grand Prix,ALB,Williams,16,84.86471666666668,11.0,0.0,15.0,0
2023,11,Hungarian Grand Prix,BOT,Alfa Romeo,7,84.82145762711863,12.0,0.0,52.0,0
2023,11,Hungarian Grand Prix,RIC,AlphaTauri,13,84.64778846153847,13.0,0.0,34.0,0
2023,11,Hungarian Grand Prix,HUL,Haas F1 Team,10,85.14416666666665,14.0,0.0,6.0,0
2023,11,Hungarian Grand Prix,TSU,AlphaTauri,17,85.12072413793102,15.0,0.0,14.0,0
2023,11,Hungarian Grand Prix,ZHO,Alfa Romeo,5,85.09278571428571,16.0,0.0,10.0,0
2023,11,Hungarian Grand Prix,MAG,Haas F1 Team,19,85.13639024390244,17.0,0.0,23.0,0
2023,11,Hungarian Grand Prix,SAR,Williams,20,84.95641666666667,18.0,0.0,0.0,0
2023,11,Hungarian Grand Prix,OCO,Alpine,12,90.51067636921339,19.0,0.0,118.0,0
2023,11,Hungarian Grand Prix,GAS,Alpine,15,90.51067636921339,20.0,0.0,39.0,0
2023,12,Belgian Grand Prix,VER,Red Bull Racing,1,111.33886111111111,1.0,25.0,700.0,1
2023,12,Belgian Grand Prix,PER,Red Bull Racing,3,111.90383783783784,2.0,18.0,447.0,1
2023,12,Belgian Grand Prix,LEC,Ferrari,2,112.19594594594595,3.0,15.0,364.0,1
2023,12,Belgian Grand Prix,HAM,Mercedes,4,112.01576470588235,4.0,13.0,364.0,1
2023,12,Belgian Grand Prix,ALO,Aston Martin,9,112.4638888888889,5.0,10.0,213.0,1
2023,12,Belgian Grand Prix,RUS,Mercedes,8,112.56863636363636,6.0,8.0,346.0,1
2023,12,Belgian Grand Prix,NOR,McLaren,7,112.72779411764706,7.0,6.0,176.0,1
2023,12,Belgian Grand Prix,OCO,Alpine,15,112.39573333333335,8.0,4.0,118.0,1
2023,12,Belgian Grand Prix,STR,Aston Martin,10,112.77174193548387,9.0,2.0,57.0,1
2023,12,Belgian Grand Prix,TSU,AlphaTauri,11,112.87821212121212,10.0,1.0,14.0,1
2023,12,Belgian Grand Prix,GAS,Alpine,12,112.85376666666666,11.0,0.0,39.0,0
2023,12,Belgian Grand Prix,BOT,Alfa Romeo,14,112.71824137931036,12.0,0.0,52.0,0
2023,12,Belgian Grand Prix,ZHO,Alfa Romeo,17,112.72725925925926,13.0,0.0,10.0,0
2023,12,Belgian Grand Prix,ALB,Williams,16,112.60192857142856,14.0,0.0,15.0,0
2023,12,Belgian Grand Prix,MAG,Haas F1 Team,13,113.34996774193549,15.0,0.0,23.0,0
2023,12,Belgian Grand Prix,RIC,AlphaTauri,19,112.98832258064513,16.0,0.0,34.0,0
2023,12,Belgian Grand Prix,SAR,Williams,18,112.39734782608696,17.0,0.0,0.0,0
2023,12,Belgian Grand Prix,HUL,Haas F1 Team,20,113.16269230769231,18.0,0.0,6.0,0
2023,12,Belgian Grand Prix,SAI,Ferrari,5,113.999,19.0,0.0,305.0,0
2023,12,Belgian Grand Prix,PIA,McLaren,6,90.51067636921339,20.0,0.0,27.0,0
