year,round,event,driver,team,quali_position,avg_race_lap_time_s,lap_delta_vs_event_mean_s,finish_position,points_awarded,prev_points_total,rolling_points_last3,driver_points_per_race,team_prev_points_total,team_points_per_race,scored_points
2018,1,Australian Grand Prix,VET,Ferrari,3.0,88.05784313725489,-1.1607544723068628,1,25.0,0.0,0.0,0.0,0.0,0.0,1
2018,1,Australian Grand Prix,HAM,Mercedes,1.0,87.96932653061225,-1.249271078949505,2,18.0,0.0,0.0,0.0,0.0,0.0,1
2018,1,Australian Grand Prix,RAI,Ferrari,2.0,88.05714285714284,-1.1614547524189192,3,15.0,0.0,0.0,0.0,25.0,25.0,1
2018,1,Australian Grand Prix,RIC,Red Bull Racing,5.0,88.61956862745097,-0.5990289821107808,4,12.0,0.0,0.0,0.0,0.0,0.0,1
2018,1,Australian Grand Prix,ALO,McLaren,11.0,89.14454901960785,-0.07404858995390384,5,10.0,0.0,0.0,0.0,0.0,0.0,1
2018,1,Australian Grand Prix,VER,Red Bull Racing,4.0,88.93770212765956,-0.28089548190219205,6,8.0,0.0,0.0,0.0,12.0,12.0,1
2018,1,Australian Grand Prix,HUL,Renault,8.0,89.11999999999999,-0.09859760956176444,7,6.0,0.0,0.0,0.0,0.0,0.0,1
2018,1,Australian Grand Prix,BOT,Mercedes,10.0,89.3206875,0.10208989043825056,8,4.0,0.0,0.0,0.0,18.0,18.0,1
2018,1,Australian Grand Prix,VAN,McLaren,12.0,89.31820833333332,0.099610723771562,9,2.0,0.0,0.0,0.0,10.0,10.0,1
2018,1,Australian Grand Prix,SAI,Renault,9.0,89.35380434782608,0.13520673826432983,10,1.0,0.0,0.0,0.0,6.0,6.0,1
2018,1,Australian Grand Prix,PER,Force India,13.0,89.51073913043477,0.2921415208730167,11,0.0,0.0,0.0,0.0,0.0,0.0,0
2018,1,Australian Grand Prix,OCO,Force India,15.0,89.69455813953488,0.475960529973122,12,0.0,0.0,0.0,0.0,0.0,0.0,0
2018,1,Australian Grand Prix,LEC,Sauber,18.0,89.950575,0.7319773904382458,13,0.0,0.0,0.0,0.0,0.0,0.0,0
2018,1,Australian Grand Prix,STR,Williams,14.0,90.27055813953487,1.0519605299731154,14,0.0,0.0,0.0,0.0,0.0,0.0,0
2018,1,Australian Grand Prix,HAR,Toro Rosso,16.0,90.2903409090909,1.071743299529146,15,0.0,0.0,0.0,0.0,0.0,0.0,0
2018,1,Australian Grand Prix,GRO,Haas F1 Team,7.0,90.24495454545455,1.0263569358927924,16,0.0,0.0,0.0,0.0,0.0,0.0,0
2018,1,Australian Grand Prix,MAG,Haas F1 Team,6.0,90.3485,1.1299023904382466,17,0.0,0.0,0.0,0.0,0.0,0.0,0
2018,1,Australian Grand Prix,GAS,Toro Rosso,20.0,91.06600000000002,1.847402390438262,18,0.0,0.0,0.0,0.0,0.0,0.0,0
2018,1,Australian Grand Prix,ERI,Sauber,17.0,91.63010092551778,0.14061943768871524,19,0.0,0.0,0.0,0.0,0.0,0.0,0
2018,1,Australian Grand Prix,SIR,Williams,19.0,91.63010092551778,0.14061943768871524,20,0.0,0.0,0.0,0.0,0.0,0.0,0
2018,2,Bahrain Grand Prix,VET,Ferrari,1.0,95.44844230769232,-1.090186296690618,1,25.0,25.0,25.0,25.0,40.0,20.0,1
2018,2,Bahrain Grand Prix,BOT,Mercedes,3.0,95.42942307692306,-1.1092055274598778,2,18.0,4.0,4.0,4.0,22.0,11.0,1
2018,2,Bahrain Grand Prix,HAM,Mercedes,4.0,95.25668,-1.281948604382933,3,15.0,18.0,18.0,18.0,40.0,13.333333333333334,1
2018,2,Bahrain Grand Prix,GAS,Toro Rosso,6.0,96.04665999999999,-0.4919686043829472,4,12.0,0.0,0.0,0.0,0.0,0.0,1
2018,2,Bahrain Grand Prix,MAG,Haas F1 Team,7.0,96.30617647058823,-0.23245213379470897,5,10.0,0.0,0.0,0.0,0.0,0.0,1
2018,2,Bahrain Grand Prix,HUL,Renault,8.0,96.48207999999997,-0.05654860438296794,6,8.0,6.0,6.0,6.0,7.0,3.5,1
2018,2,Bahrain Grand Prix,ALO,McLaren,13.0,96.46581632653059,-0.0728122778523499,7,6.0,10.0,10.0,10.0,12.0,6.0,1
2018,2,Bahrain Grand Prix,VAN,McLaren,14.0,96.73179591836735,0.1931673139844179,8,4.0,2.0,2.0,2.0,18.0,6.0,1
2018,2,Bahrain Grand Prix,ERI,Sauber,17.0,97.19689999999999,0.6582713956170494,9,2.0,0.0,0.0,0.0,0.0,0.0,1
2018,2,Bahrain Grand Prix,OCO,Force India,9.0,96.99058333333333,0.45195472895039757,10,1.0,0.0,0.0,0.0,0.0,0.0,1
2018,2,Bahrain Grand Prix,SAI,Renault,10.0,97.03858333333335,0.4999547289504136,11,0.0,1.0,1.0,1.0,15.0,5.0,0
2018,2,Bahrain Grand Prix,LEC,Sauber,19.0,97.20900000000002,0.6703713956170816,12,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,0
2018,2,Bahrain Grand Prix,GRO,Haas F1 Team,16.0,96.71231914893616,0.1736905445532244,13,0.0,0.0,0.0,0.0,10.0,3.3333333333333335,0
2018,2,Bahrain Grand Prix,STR,Williams,20.0,97.3101914893617,0.7715628849787635,14,0.0,0.0,0.0,0.0,0.0,0.0,0
2018,2,Bahrain Grand Prix,SIR,Williams,18.0,97.39823404255318,0.8596054381702487,15,0.0,0.0,0.0,0.0,0.0,0.0,0
2018,2,Bahrain Grand Prix,PER,Force India,12.0,97.00720833333334,0.46857972895040234,16,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0
2018,2,Bahrain Grand Prix,HAR,Toro Rosso,11.0,96.81372916666668,0.2751005622837397,17,0.0,0.0,0.0,0.0,12.0,4.0,0
2018,2,Bahrain Grand Prix,RAI,Ferrari,2.0,95.7738,-0.7648286043829415,18,0.0,15.0,15.0,15.0,65.0,21.666666666666668,0
2018,2,Bahrain Grand Prix,VER,Red Bull Racing,15.0,91.63010092551778,0.14061943768871524,19,0.0,8.0,8.0,8.0,20.0,10.0,0
2018,2,Bahrain Grand Prix,RIC,Red Bull Racing,5.0,98.684,2.1453713956170617,20,0.0,12.0,12.0,12.0,20.0,6.666666666666667,0
2018,3,Chinese Grand Prix,RIC,Red Bull Racing,6.0,97.96468750000001,-1.4264268162392995,1,25.0,12.0,12.0,6.0,20.0,5.0,1
2018,3,Chinese Grand Prix,BOT,Mercedes,3.0,98.22803999999998,-1.1630743162393316,2,18.0,22.0,22.0,11.0,55.0,13.75,1
2018,3,Chinese Grand Prix,RAI,Ferrari,2.0,98.41379166666667,-0.9773226495726419,3,15.0,15.0,15.0,7.5,65.0,16.25,1
2018,3,Chinese Grand Prix,HAM,Mercedes,4.0,98.34612499999999,-1.0449893162393238,4,12.0,33.0,33.0,16.5,73.0,14.6,1
2018,3,Chinese Grand Prix,VER,Red Bull Racing,5.0,98.03251063829788,-1.3586036779414314,5,10.0,8.0,8.0,4.0,45.0,9.0,1
2018,3,Chinese Grand Prix,HUL,Renault,7.0,99.0204375,-0.37067681623931037,6,8.0,14.0,14.0,7.0,15.0,3.75,1
2018,3,Chinese Grand Prix,ALO,McLaren,13.0,99.50172340425532,0.11060908801600533,7,6.0,16.0,16.0,8.0,22.0,5.5,1
2018,3,Chinese Grand Prix,VET,Ferrari,1.0,98.51502083333332,-0.8760934829059863,8,4.0,50.0,50.0,25.0,80.0,16.0,1
2018,3,Chinese Grand Prix,SAI,Renault,9.0,99.430875,0.039760683760690085,9,2.0,1.0,1.0,0.5,23.0,4.6,1
2018,3,Chinese Grand Prix,MAG,Haas F1 Team,11.0,99.58743750000001,0.1963231837606969,10,1.0,10.0,10.0,5.0,10.0,2.5,1
2018,3,Chinese Grand Prix,OCO,Force India,12.0,99.69068750000001,0.29957318376069964,11,0.0,1.0,1.0,0.5,1.0,0.25,0
2018,3,Chinese Grand Prix,PER,Force India,8.0,99.682914893617,0.2918005773776855,12,0.0,0.0,0.0,0.0,1.0,0.2,0
2018,3,Chinese Grand Prix,VAN,McLaren,14.0,99.8351111111111,0.44399679487179355,13,0.0,6.0,6.0,3.0,28.0,5.6,0
2018,3,Chinese Grand Prix,STR,Williams,18.0,100.18842553191489,0.7973112156755775,14,0.0,0.0,0.0,0.0,0.0,0.0,0
2018,3,Chinese Grand Prix,SIR,Williams,16.0,100.35542222222223,0.9643079059829205,15,0.0,0.0,0.0,0.0,0.0,0.0,0
2018,3,Chinese Grand Prix,ERI,Sauber,20.0,100.40795652173917,1.0168422054998558,16,0.0,2.0,2.0,1.0,2.0,0.5,0
2018,3,Chinese Grand Prix,GRO,Haas F1 Team,10.0,99.74047826086957,0.3493639446302552,17,0.0,0.0,0.0,0.0,11.0,2.2,0
2018,3,Chinese Grand Prix,GAS,Toro Rosso,17.0,100.18438297872343,0.7932686624841239,18,0.0,12.0,12.0,6.0,12.0,3.0,0
2018,3,Chinese Grand Prix,LEC,Sauber,19.0,100.67945652173916,1.2883422054998448,19,0.0,0.0,0.0,0.0,2.0,0.4,0
2018,3,Chinese Grand Prix,HAR,Toro Rosso,15.0,100.4815641025641,1.0904497863247968,20,0.0,0.0,0.0,0.0,12.0,2.4,0
2018,4,Azerbaijan Grand Prix,HAM,Mercedes,2.0,106.79705714285714,-1.7302517857143016,1,25.0,45.0,45.0,15.0,85.0,14.166666666666666,1
2018,4,Azerbaijan Grand Prix,RAI,Ferrari,6.0,108.0656388888889,-0.46167003968254505,2,18.0,30.0,30.0,10.0,84.0,14.0,1
2018,4,Azerbaijan Grand Prix,PER,Force India,8.0,108.30719444444443,-0.2201144841270093,3,15.0,0.0,0.0,0.0,1.0,0.16666666666666666,1
2018,4,Azerbaijan Grand Prix,VET,Ferrari,1.0,107.2197837837838,-1.3075251447876468,4,12.0,54.0,54.0,18.0,102.0,14.571428571428571,1
2018,4,Azerbaijan Grand Prix,SAI,Renault,10.0,108.32791428571429,-0.19939464285715758,5,10.0,3.0,3.0,1.0,25.0,4.166666666666667,1
2018,4,Azerbaijan Grand Prix,LEC,Sauber,14.0,108.49370588235294,-0.033603046218502186,6,8.0,0.0,0.0,0.0,2.0,0.3333333333333333,1
2018,4,Azerbaijan Grand Prix,ALO,McLaren,13.0,109.10619999999999,0.5788910714285436,7,6.0,22.0,22.0,7.333333333333333,28.0,4.666666666666667,1
2018,4,Azerbaijan Grand Prix,STR,Williams,11.0,108.47636363636364,-0.05094529220779975,8,4.0,0.0,0.0,0.0,0.0,0.0,1
2018,4,Azerbaijan Grand Prix,VAN,McLaren,16.0,109.87534482758622,1.348035899014775,9,2.0,6.0,6.0,2.0,34.0,4.857142857142857,1
2018,4,Azerbaijan Grand Prix,HAR,Toro Rosso,19.0,110.08046666666665,1.5531577380952086,10,1.0,0.0,0.0,0.0,12.0,2.0,1
2018,4,Azerbaijan Grand Prix,ERI,Sauber,18.0,110.18550000000002,1.6581910714285755,11,0.0,2.0,2.0,0.6666666666666666,10.0,1.4285714285714286,0
2018,4,Azerbaijan Grand Prix,GAS,Toro Rosso,17.0,110.0867857142857,1.5594767857142529,12,0.0,12.0,12.0,4.0,13.0,1.8571428571428572,0
2018,4,Azerbaijan Grand Prix,MAG,Haas F1 Team,15.0,110.18725,1.6599410714285625,13,0.0,11.0,11.0,3.6666666666666665,11.0,1.8333333333333333,0
2018,4,Azerbaijan Grand Prix,BOT,Mercedes,3.0,106.89155882352941,-1.6357501050420353,14,0.0,40.0,40.0,13.333333333333334,110.0,15.714285714285714,0
2018,4,Azerbaijan Grand Prix,GRO,Haas F1 Team,20.0,108.53209375,0.0047848214285579616,15,0.0,0.0,0.0,0.0,11.0,1.5714285714285714,0
2018,4,Azerbaijan Grand Prix,VER,Red Bull Racing,5.0,107.79356250000001,-0.7337464285714361,16,0.0,18.0,18.0,6.0,55.0,9.166666666666666,0
2018,4,Azerbaijan Grand Prix,RIC,Red Bull Racing,4.0,107.57051612903224,-0.9567927995392012,17,0.0,37.0,37.0,12.333333333333334,55.0,7.857142857142857,0
2018,4,Azerbaijan Grand Prix,HUL,Renault,9.0,109.43566666666668,0.9083577380952335,18,0.0,22.0,22.0,7.333333333333333,35.0,5.0,0
2018,4,Azerbaijan Grand Prix,OCO,Force India,7.0,91.63010092551778,0.14061943768871524,19,0.0,1.0,1.0,0.3333333333333333,16.0,2.2857142857142856,0
2018,4,Azerbaijan Grand Prix,SIR,Williams,12.0,91.63010092551778,0.14061943768871524,20,0.0,0.0,0.0,0.0,4.0,0.5714285714285714,0
2018,5,Spanish Grand Prix,HAM,Mercedes,1.0,80.72883636363636,-1.2215177705290046,1,25.0,70.0,52.0,17.5,110.0,13.75,1
2018,5,Spanish Grand Prix,BOT,Mercedes,2.0,81.00076363636364,-0.9495904978017222,2,18.0,40.0,36.0,10.0,135.0,15.0,1
2018,5,Spanish Grand Prix,VER,Red Bull Racing,5.0,81.0626181818182,-0.8877359523471711,3,15.0,18.0,10.0,4.5,55.0,6.875,1
2018,5,Spanish Grand Prix,VET,Ferrari,3.0,80.95321428571428,-0.9971398484510843,4,12.0,66.0,41.0,16.5,114.0,14.25,1
2018,5,Spanish Grand Prix,RIC,Red Bull Racing,6.0,81.28420000000001,-0.6661541341653532,5,10.0,37.0,25.0,9.25,70.0,7.777777777777778,1
2018,5,Spanish Grand Prix,MAG,Haas F1 Team,7.0,82.09414285714286,0.14378872297749012,6,8.0,11.0,11.0,2.75,11.0,1.375,1
2018,5,Spanish Grand Prix,SAI,Renault,9.0,82.61354545454546,0.6631913203800934,7,6.0,13.0,12.0,3.25,35.0,4.375,1
2018,5,Spanish Grand Prix,ALO,McLaren,8.0,82.37394736842103,0.4235932342556623,8,4.0,28.0,18.0,7.0,36.0,4.5,1
2018,5,Spanish Grand Prix,PER,Force India,15.0,82.22979411764706,0.2794399834816943,9,2.0,15.0,15.0,3.75,16.0,2.0,1
2018,5,Spanish Grand Prix,LEC,Sauber,14.0,83.0146,1.0642458658346357,10,1.0,8.0,8.0,2.0,10.0,1.25,1
2018,5,Spanish Grand Prix,STR,Williams,19.0,82.84161764705881,0.8912635128934454,11,0.0,4.0,4.0,1.0,4.0,0.5,0
2018,5,Spanish Grand Prix,HAR,Toro Rosso,20.0,82.6526875,0.7023333658346331,12,0.0,1.0,1.0,0.25,13.0,1.625,0
2018,5,Spanish Grand Prix,ERI,Sauber,17.0,83.1282,1.177845865834641,13,0.0,2.0,2.0,0.5,11.0,1.2222222222222223,0
2018,5,Spanish Grand Prix,SIR,Williams,18.0,83.12895454545456,1.178600411289196,14,0.0,0.0,0.0,0.0,4.0,0.4444444444444444,0
2018,5,Spanish Grand Prix,VAN,McLaren,11.0,83.37419999999999,1.4238458658346218,15,0.0,8.0,6.0,2.0,40.0,4.444444444444445,0
2018,5,Spanish Grand Prix,OCO,Force India,13.0,83.193125,1.242770865834629,16,0.0,1.0,1.0,0.25,18.0,2.0,0
2018,5,Spanish Grand Prix,RAI,Ferrari,4.0,82.34775,0.39739586583463904,17,0.0,48.0,33.0,12.0,126.0,14.0,0
2018,5,Spanish Grand Prix,GRO,Haas F1 Team,10.0,91.63010092551778,0.14061943768871524,18,0.0,0.0,0.0,0.0,19.0,2.111111111111111,0
2018,5,Spanish Grand Prix,GAS,Toro Rosso,12.0,91.63010092551778,0.14061943768871524,19,0.0,12.0,12.0,3.0,13.0,1.4444444444444444,0
2018,5,Spanish Grand Prix,HUL,Renault,16.0,91.63010092551778,0.14061943768871524,20,0.0,22.0,16.0,5.5,41.0,4.555555555555555,0
2018,6,Monaco Grand Prix,RIC,Red Bull Racing,1.0,77.97432727272728,-0.393890338608756,1,25.0,47.0,35.0,9.4,80.0,8.0,1
2018,6,Monaco Grand Prix,VET,Ferrari,2.0,77.9924074074074,-0.37581020392863707,2,18.0,78.0,28.0,15.6,126.0,12.6,1
2018,6,Monaco Grand Prix,HAM,Mercedes,3.0,78.34501666666667,-0.023200944669369505,3,15.0,95.0,62.0,19.0,153.0,15.3,1
2018,6,Monaco Grand Prix,RAI,Ferrari,4.0,78.42820967741937,0.05999206608333907,4,12.0,48.0,33.0,9.6,144.0,13.090909090909092,1
2018,6,Monaco Grand Prix,BOT,Mercedes,5.0,78.423484375,0.055266763663965435,5,10.0,58.0,36.0,11.6,168.0,15.272727272727273,1
2018,6,Monaco Grand Prix,OCO,Force India,6.0,78.41866666666662,0.05044905533058852,6,8.0,1.0,0.0,0.2,18.0,1.8,1
2018,6,Monaco Grand Prix,GAS,Toro Rosso,10.0,78.32061666666668,-0.04760094466935527,7,6.0,12.0,0.0,2.4,13.0,1.3,1
2018,6,Monaco Grand Prix,HUL,Renault,11.0,78.11211764705882,-0.2560999642772117,8,4.0,22.0,8.0,4.4,41.0,4.1,1
2018,6,Monaco Grand Prix,VER,Red Bull Racing,20.0,78.05738596491229,-0.3108316464237504,9,2.0,33.0,25.0,6.6,105.0,9.545454545454545,1
2018,6,Monaco Grand Prix,SAI,Renault,8.0,78.86907692307692,0.5008593117408822,10,1.0,19.0,18.0,3.8,45.0,4.090909090909091,1
2018,6,Monaco Grand Prix,ERI,Sauber,17.0,78.50927272727273,0.14105511593669462,11,0.0,2.0,0.0,0.4,11.0,1.1,0
2018,6,Monaco Grand Prix,PER,Force India,9.0,78.66231914893616,0.29410153760012747,12,0.0,17.0,17.0,3.4,26.0,2.3636363636363638,0
2018,6,Monaco Grand Prix,MAG,Haas F1 Team,19.0,78.55818181818182,0.18996420684578652,13,0.0,19.0,9.0,3.8,19.0,1.9,0
2018,6,Monaco Grand Prix,VAN,McLaren,12.0,78.39154545454545,0.023327843209415278,14,0.0,8.0,2.0,1.6,40.0,4.0,0
2018,6,Monaco Grand Prix,GRO,Haas F1 Team,15.0,78.49536585365853,0.127148242322491,15,0.0,0.0,0.0,0.0,19.0,1.7272727272727273,0
2018,6,Monaco Grand Prix,SIR,Williams,13.0,78.1547878787879,-0.21342973254813558,16,0.0,0.0,0.0,0.0,4.0,0.4,0
2018,6,Monaco Grand Prix,STR,Williams,18.0,77.86275,-0.5054676113360301,17,0.0,4.0,4.0,0.8,4.0,0.36363636363636365,0
2018,6,Monaco Grand Prix,LEC,Sauber,14.0,78.617425,0.24920738866396164,18,0.0,9.0,9.0,1.8,11.0,1.0,0
2018,6,Monaco Grand Prix,HAR,Toro Rosso,16.0,78.56894871794871,0.2007311066126789,19,0.0,1.0,1.0,0.2,19.0,1.7272727272727273,0
2018,6,Monaco Grand Prix,ALO,McLaren,7.0,78.77197368421052,0.40375607287448645,20,0.0,32.0,16.0,6.4,40.0,3.6363636363636362,0
2018,7,Canadian Grand Prix,VET,Ferrari,1.0,75.18707692307692,-1.1605008547008566,1,25.0,96.0,42.0,16.0,156.0,13.0,1
2018,7,Canadian Grand Prix,BOT,Mercedes,2.0,75.26086153846154,-1.0867162393162317,2,18.0,68.0,28.0,11.333333333333334,178.0,14.833333333333334,1
2018,7,Canadian Grand Prix,VER,Red Bull Racing,3.0,75.25523076923078,-1.0923470085469944,3,15.0,35.0,17.0,5.833333333333333,107.0,8.916666666666666,1
2018,7,Canadian Grand Prix,RIC,Red Bull Racing,6.0,75.43632307692307,-0.9112547008546983,4,12.0,72.0,35.0,12.0,122.0,9.384615384615385,1
2018,7,Canadian Grand Prix,HAM,Mercedes,4.0,75.48407692307691,-0.8635008547008596,5,10.0,110.0,65.0,18.333333333333332,196.0,15.076923076923077,1
2018,7,Canadian Grand Prix,RAI,Ferrari,5.0,75.5629230769231,-0.7846547008546736,6,8.0,60.0,30.0,10.0,181.0,13.923076923076923,1
2018,7,Canadian Grand Prix,HUL,Renault,7.0,76.62066666666666,0.2730888888888927,7,6.0,26.0,4.0,4.333333333333333,46.0,3.8333333333333335,1
2018,7,Canadian Grand Prix,SAI,Renault,9.0,76.66987301587304,0.32229523809526484,8,4.0,20.0,17.0,3.3333333333333335,52.0,4.0,1
2018,7,Canadian Grand Prix,OCO,Force India,8.0,76.6540322580645,0.3064544802867317,9,2.0,9.0,8.0,1.5,26.0,2.1666666666666665,1
2018,7,Canadian Grand Prix,LEC,Sauber,13.0,76.7955806451613,0.44800286738352213,10,1.0,9.0,9.0,1.5,11.0,0.9166666666666666,1
2018,7,Canadian Grand Prix,GAS,Toro Rosso,16.0,76.8761111111111,0.5285333333333284,11,0.0,18.0,6.0,3.0,19.0,1.5833333333333333,0
2018,7,Canadian Grand Prix,GRO,Haas F1 Team,20.0,76.76848387096774,0.42090609318996997,12,0.0,0.0,0.0,0.0,19.0,1.5833333333333333,0
2018,7,Canadian Grand Prix,MAG,Haas F1 Team,11.0,76.88285245901638,0.5352746812386044,13,0.0,19.0,8.0,3.1666666666666665,19.0,1.4615384615384615,0
2018,7,Canadian Grand Prix,PER,Force India,10.0,76.58472131147542,0.2371435336976475,14,0.0,17.0,17.0,2.8333333333333335,28.0,2.1538461538461537,0
2018,7,Canadian Grand Prix,ERI,Sauber,19.0,77.50103703703702,1.1534592592592503,15,0.0,2.0,0.0,0.3333333333333333,12.0,0.9230769230769231,0
2018,7,Canadian Grand Prix,VAN,McLaren,15.0,77.30032727272727,0.9527494949495008,16,0.0,8.0,2.0,1.3333333333333333,40.0,3.3333333333333335,0
2018,7,Canadian Grand Prix,SIR,Williams,18.0,77.36694,1.0193622222222274,17,0.0,0.0,0.0,0.0,4.0,0.3333333333333333,0
2018,7,Canadian Grand Prix,ALO,McLaren,14.0,77.14111764705883,0.7935398692810622,18,0.0,32.0,10.0,5.333333333333333,40.0,3.076923076923077,0
2018,7,Canadian Grand Prix,HAR,Toro Rosso,12.0,91.63010092551778,0.14061943768871524,19,0.0,1.0,1.0,0.16666666666666666,19.0,1.4615384615384615,0
2018,7,Canadian Grand Prix,STR,Williams,17.0,91.63010092551778,0.14061943768871524,20,0.0,4.0,4.0,0.6666666666666666,4.0,0.3076923076923077,0
2018,8,French Grand Prix,HAM,Mercedes,1.0,96.16286666666666,-1.6950948717948648,1,25.0,120.0,50.0,17.142857142857142,206.0,14.714285714285714,1
2018,8,French Grand Prix,VER,Red Bull Racing,4.0,96.265,-1.5929615384615232,2,18.0,50.0,32.0,7.142857142857143,134.0,9.571428571428571,1
2018,8,French Grand Prix,RAI,Ferrari,6.0,96.65433333333333,-1.2036282051281972,3,15.0,68.0,20.0,9.714285714285714,189.0,13.5,1
2018,8,French Grand Prix,RIC,Red Bull Racing,5.0,96.8588888888889,-0.999072649572625,4,12.0,84.0,47.0,12.0,152.0,10.133333333333333,1
2018,8,French Grand Prix,VET,Ferrari,3.0,97.07170454545454,-0.7862569930069867,5,10.0,121.0,55.0,17.285714285714285,204.0,13.6,1
2018,8,French Grand Prix,MAG,Haas F1 Team,9.0,97.79360000000001,-0.06436153846151171,6,8.0,19.0,8.0,2.7142857142857144,19.0,1.3571428571428572,1
2018,8,French Grand Prix,BOT,Mercedes,2.0,97.36373809523809,-0.4942234432234329,7,6.0,86.0,46.0,12.285714285714286,231.0,15.4,1
2018,8,French Grand Prix,SAI,Renault,7.0,97.9546888888889,0.09672735042737202,8,4.0,24.0,11.0,3.4285714285714284,56.0,4.0,1
2018,8,French Grand Prix,HUL,Renault,12.0,97.83242857142858,-0.025532967032944498,9,2.0,32.0,10.0,4.571428571428571,60.0,4.0,1
2018,8,French Grand Prix,LEC,Sauber,8.0,97.97355813953487,0.11559660107334935,10,1.0,10.0,2.0,1.4285714285714286,12.0,0.8571428571428571,1
2018,8,French Grand Prix,GRO,Haas F1 Team,10.0,98.2581162790698,0.40015474060827216,11,0.0,0.0,0.0,0.0,27.0,1.8,0
2018,8,French Grand Prix,VAN,McLaren,18.0,98.35102631578948,0.49306477732795884,12,0.0,8.0,0.0,1.1428571428571428,40.0,2.857142857142857,0
2018,8,French Grand Prix,ERI,Sauber,15.0,98.83002631578948,0.972064777327958,13,0.0,2.0,0.0,0.2857142857142857,13.0,0.8666666666666667,0
2018,8,French Grand Prix,HAR,Toro Rosso,17.0,98.95207500000001,1.094113461538484,14,0.0,1.0,0.0,0.14285714285714285,19.0,1.3571428571428572,0
2018,8,French Grand Prix,SIR,Williams,19.0,99.36388571428571,1.505924175824191,15,0.0,0.0,0.0,0.0,4.0,0.2857142857142857,0
2018,8,French Grand Prix,ALO,McLaren,16.0,99.0597894736842,1.2018279352226813,16,0.0,32.0,4.0,4.571428571428571,40.0,2.6666666666666665,0
2018,8,French Grand Prix,STR,Williams,20.0,99.44919444444444,1.5912329059829204,17,0.0,4.0,0.0,0.5714285714285714,4.0,0.26666666666666666,0
2018,8,French Grand Prix,PER,Force India,13.0,99.1618947368421,1.3039331983805766,18,0.0,17.0,2.0,2.4285714285714284,28.0,2.0,0
2018,8,French Grand Prix,OCO,Force India,11.0,91.63010092551778,0.14061943768871524,19,0.0,11.0,10.0,1.5714285714285714,28.0,1.8666666666666667,0
2018,8,French Grand Prix,GAS,Toro Rosso,14.0,91.63010092551778,0.14061943768871524,20,0.0,18.0,6.0,2.5714285714285716,19.0,1.2666666666666666,0
2018,9,Austrian Grand Prix,VER,Red Bull Racing,5.0,68.52036764705882,-1.036743464052293,1,25.0,68.0,35.0,8.5,164.0,10.25,1
2018,9,Austrian Grand Prix,RAI,Ferrari,4.0,68.52648529411763,-1.0306258169934779,2,18.0,83.0,35.0,10.375,214.0,13.375,1
2018,9,Austrian Grand Prix,VET,Ferrari,3.0,68.47942647058825,-1.077684640522861,3,15.0,131.0,53.0,16.375,232.0,13.647058823529411,1
2018,9,Austrian Grand Prix,GRO,Haas F1 Team,6.0,69.6967076923077,0.13959658119658513,4,12.0,0.0,0.0,0.0,27.0,1.6875,1
2018,9,Austrian Grand Prix,MAG,Haas F1 Team,8.0,69.59914062499999,0.042029513888877545,5,10.0,27.0,8.0,3.375,39.0,2.2941176470588234,1
2018,9,Austrian Grand Prix,OCO,Force India,11.0,69.89464615384615,0.3375350427350412,6,8.0,11.0,10.0,1.375,28.0,1.75,1
2018,9,Austrian Grand Prix,PER,Force India,17.0,69.58119672131149,0.024085610200373253,7,6.0,17.0,0.0,2.125,36.0,2.1176470588235294,1
2018,9,Austrian Grand Prix,ALO,McLaren,14.0,69.85909836065575,0.30198724954463785,8,4.0,32.0,0.0,4.0,40.0,2.5,1
2018,9,Austrian Grand Prix,LEC,Sauber,13.0,69.97377777777781,0.4166666666666998,9,2.0,11.0,2.0,1.375,13.0,0.8125,1
